"Title","Publication.Date","Writer","Full.Text","Type"
"AADL : réception des dossiers des nouveaux souscripteurs avant la fin de l'été.",2013-06-19,"Lotfi Ramdani","S exprimant en marge du forum du CNES  le ministre de l habitat et de l urbanisme  Monsieur Abdelmadjid Tebboune a laissé entendre qu il sera procédé au plus tard avant la fin de l été à la réception des dossiers des nouveaux souscripteurs AADL ","logement"
"Aïn Temouchent : L'OPGI met en vente 12000 logements sociaux locatifs",2013-06-15,"Lotfi Ramdani","Selon toute vraisemblance  il sera procédé à la mise en vente d un parc immobilier de pas moins de 12000 logements sociaux locatifs  dans la wilaya d Aïn Temouchent  Il est à rappeler que c est le ministère de tutelle qui s est exprimé  il y a quelques semaines  sur la vente de plusieurs millions de logements que détient le promoteur immobilier  en l occurrence l OPGI  Office de promotion et de gestion immobilière à l échelle nationale  A Aïn Temouchent l annonce de cette opération d envergure nationale et d un intérêt avéré a laissé de bonnes impressions auprès des locataires concernés  Cependant  il est à préciser que ladite action vise en premier les programmes de logements antérieurs à 2004  il s agit des logements de 10 ans et plus qui sont ciblés à ce titre ","logement"
"LPP Algerie : lancement des premiers projets LPP à Alger, Oran et Annaba.",2013-06-15,"Lotfi Ramdani","Selon M  Amar Guellati DG de l ENPI   Entreprise nationale de promotion immobilière   1600 logements type LPP viennent d etre lancés à Alger  Oran et Annaba  1  logements LPP sont situés à Ouled Fayet à Alger  200 logements LPP à Draa Errich à Annaba et 400 logements à Bir El Djir à Oran  D autres chantiers seront lancés incessamment à Sidi Abdellah à Alger pour réaliser 1400 unités parmi les 3400 prévus dans cette localité  L identification des terrains devant abriter l ensemble du programme LPP de l enpi se poursuit toujours pour réaliser 151 850 logements type LPP dont 45 000 seront implantés à Alger  L ENPI prévoit un délai de réalisation compris entre 24 à 30 mois ","logement"
"Logement LPP : du nouveau pour les conditions d'éligibilité au logement LPP",2013-06-15,"Lotfi Ramdani","Les propriétaires de F1 peuvent bénéficier du LPP Selon M  Amar Guellati DG de l ENPI   Entreprise nationale de promotion immobilière   1600 la réception des demandes commencera dans quelques semaines  Toutefois  l opération ne sera lancée qu après la publication du décret exécutif portant sur les conditions d accès aux logements de type LPP  Le projet de décret prévoit que la formule LPP est destiné aux postulants dont le revenu est compris entre 6 et 12 fois le Salaire national minimum garanti  SNMG   et qui n ont pas bénéficié  ni l intéressé  ni son conjoint  d aucune aide financière de l Etat pour la construction ou l achat d un logement  Aussi  pour bénéficier du LPP  le postulant ne doit pas posséder en toute propriété  ni lui  ni son conjoint  d un lot de terrain à construire  un bien à usage d habitation à l exception des logements de type F1  Le projet de décret prévoit aussi  le bénéfice d une bonification de taux d intérêt bancaire pour l achat de ce type de logement  Les dépôts de dossiers  se fera au niveau des directions de l ENPI ou de l AADL et à titre  exceptionnel aux directions de l Habitat  Le dossier comprend           une demande          une copie de la carte d identité          l acte de naissance N  12          un certificat de résidence         une déclaration de revenu","logement"
"L'éradication du bâti évacué traîne toujours :Quelque 200 immeubles concernés",2013-06-08,"Lotfi Ramdani","Le problème des vieux immeubles évacués se pose toujours avec acuité à Oran  Les immeubles en ruine présentent un réel danger de mort notamment pour les enfants qui jouent aux alentours  Certains des immeubles se sont transformés  après avoir été   vidés   de leurs occupants en véritables refuges pour une faune de et dealers et de délinquants de tous acabits  Selon des estimations crédible  il est question au total de 200 immeubles  éparpillés à travers plusieurs secteurs urbains  soit un important parc pour la ville d Oran qui aspire à se moderniser en voyant son portefeuille foncier intra urbain enrichi par l apport de plusieurs assiettes foncières  Annoncée il y a plus de trois ans  l opération de démolition de ces immeubles évacués  programmée par les services concernés  traîne en raison du manque de moyens matériels et financiers pour mener à bien les travaux d éradication  Mais rien n a été fait et  à ce jour  on continue de condamner l entrée des immeubles sans vraiment aller à la solution extrême qui consiste à démolir l habitation et récupérer l assiette pour l affecter au portefeuille foncier de la commune  Pour les spécialistes  la première cause de cette situation est le vide juridique  Le problème n est pas aussi simple en raison de la copropriété  Certains propriétaires refusent les niveaux de dédommagement et il faudrait un nouveau texte de loi pour appuyer notre action sur le terrain  Pourtant au début de cette d année  le wali avait ordonné une double enquête  La première  à caractère administratif  vise à déterminer avec exactitude la nature juridique de ces immeubles  Objectif de cette démarche  identifier le propriétaire de chaque bien  la direction des Domaines  l Office de promotion et de gestion immobilière  OPGI   la commune   en vue de la constitution  en partie civile en bonne et due forme  dans le cadre d actions judiciaires intentées contre les indus occupants pour  entre autres chefs d inculpation  atteinte à la propriété immobilière de l Etat  La deuxième étude  d ordre technique  vise à diagnostiquer ces vieilles constructions pour distinguer celles sujettes à réhabilitation de celles à démolir pour en récupérer  le foncier au profit de projets d utilité publique  D autre part  la commune avait saisi  il y a quatre ans  la wilaya pour l affectation d une enveloppe budgétaire de 5 milliards de centimes pour la démolition de tous les immeubles évacués par leurs occupants  Une fiche technique avait été adressée à la wilaya pour inscrire cette opération de démolition  Les services techniques de la commune ont classé les immeubles évacués en deux catégories   la première concerne les immeubles dans un état de dégradation avancée qui seront complètement rasés  alors que la seconde catégorie concerne les immeubles dont les façades représentent un cachet architectural historique  Selon des spécialistes  la démolition des  habitations menaçant ruine ne peut être opérée spontanément  Ces derniers estiment  en effet  que tout acte de démolition devra reposer sur un diagnostic technique  assuré par des spécialistes  car elle touche trois catégories différentes d immeubles    La première catégorie concerne les immeubles relevant de la propriété privée et dont les propriétaires sont difficilement joignables  La seconde catégorie concerne les immeubles situés au coeur du tissu urbain et  par conséquent  leur démolition représenterait un autre problème non moins complexe  La troisième catégorie concerne les structures sous forme de carcasse  Pour ce qui est de l aspect technique  les sites à nettoyer comprennent des constructions plus coriaces à la démolition  car faites le plus souvent de béton et ancrées dans des îlots de maisons  inquiétant de ce fait le voisinage et sont surtout en hauteur  source   echo d oran","logement"
"Gdyel est-elle en passe de régler la crise du logement ?",2013-06-08,"Lotfi Ramdani","La ville de Gdyel est elle en passe de prendre le relais de Bir El Djir  pour la prise en charge de la question de la rareté des poches foncières  à laquelle est confrontée depuis au moins deux décennies  la capitale de l Ouest   L on se rappelle à ce propos que la ville de Bir El Djir qui fut jusqu au tout début des années 1980  une paisible bourgade fortement ruralisée  a été retenue durant cette période par les décideurs locaux  pour abriter les plus grands projets immobiliers de la capitale de l Ouest  à telle enseigne que l ex Arcole a fini par devenir aujourd hui une simple excroissance de la ville d Oran  Pour l anecdote  les dizaines de projets initiées à travers la quasi totalité du territoire de ce chef lieu de commune et daïra  qui avaient aiguisé l appétit de la mafia du foncier  n avaient pas manqué d être entachées de scandales en tous genres  nés de la dilapidation du patrimoine public  dont les acteurs principaux n étaient que les responsables de l agence foncière et de la faune de courtiers et de prédateurs du foncier  La voracité des uns  conjuguée au manque de professionnalisme des managers de la ville  a abouti  au fil des années  à la saturation de l offre foncière dans cette partie de la wilaya d Oran  d où l intérêt des nouveaux décideurs de la wilaya pour la ville de Gdyel  qui semble avoir été choisie pour contenir  au moins partiellement  la crise chronique du logement à laquelle est confrontée la deuxième ville du pays  La commune de l ex Saint Cloud a  en effet  dégagé une réserve foncière non négligeable  pour abriter des ensembles immobiliers destinés au relogement des familles d Oran  occupant de vieilles bâtisses  Cela a donné lieu au relogement en l espace de trois mois seulement  à près de 400 familles de Sclaléra  Sidi El Houari et du lieu dit frange maritime  auxquels il faut ajouter les quelque 200 familles du quartier Cheklaoua ayant bénéficié de la même opération en 2004  source   echo d oran","logement"
"LSP de Haï El Yasmine d'Oran : le projet 195 LSP tarde à voir le jour",2013-06-03,"Lotfi Ramdani","Au début des années 2000  l Etat avait mis en ouvre une nouvelle formule d accès au logement  à savoir le logement socio participatif  LSP   Le programme relatif à cette formule qui avait été lancée à travers l ensemble du territoire national avait séduit des milliers de citoyens particulièrement ceux des grandes villes comme Oran  où des dizaines de chantiers y avaient été initiées  Ainsi  à la faveur de la mise en ouvre de ce programme destiné essentiellement aux couches moyennes des grands centres urbains  des centaines de promoteurs immobiliers avaient saisi l occasion pour étoffer leurs cahiers de charges en se lançant dans la réalisation des ensembles immobiliers que les pouvoirs publics leur avaient confiés  Certains ont concrétisé avec plus ou moins de bonheur leurs projets alors que d autres pour des raisons liées  soit à la faiblesse de leurs ressources financières  soit à la non maîtrise des grands chantiers  qu ils n ont pu honorer leurs engagements au grand dam des souscripteurs dont certains attendent encore les clés de leurs logements  Cela est notamment le cas des souscripteurs au projet des 195 logements lancé dans le cadre de cette formule à Haï El Yasmine dans la commune de Bir El Djir  Ces derniers qui soutiennent avoir souscrit à toutes les procédures réglementaires et disposent même d un acte VSP  vente sur plan  depuis plus de 24 mois attendent toujours les clés de leurs logements que le promoteur immobilier auquel avait été confié le projet tarde à leur livrer  Ces souscripteurs  qui ont sollicité les colonnes de notre journal pour interpeller le promoteur immobilier  ont tenu de rappeler que le projet qui a été lancé au mois d août 2009 devait être réceptionné au même mois de l année 2012  sachant que le délai de réalisation de l ensemble immobilier en question avait été fixé à 36 mois  conformément aux engagements contractuels  Le projet qui tarde à voir le jour accuse donc un retard de près d une année  déplorent les souscripteurs qui dénoncent cet état de fait  source   l echo d oran","logement"
"LSP Oran : le Wali remet les clés aux bénéficiaires de 36 logements participatifs",2013-05-31,"Lotfi Ramdani","Des clés et contrats de logements sociaux participatifs  LSP  ont été remis à 36 bénéficiaires  lors d une cérémonie présidée  jeudi au siège de la wilaya d Oran  par le wali  M  Abdelmalek Boudiaf  Ces logements LSP s inscrivent dans le cadre du programme de 155 unités du même type qui seront attribués aux bénéficiaires ultérieurement  a souligné le wali  Ces logements de type F4 à hai El Othmania ont été longtemps attendus par les bénéficiaires  qui ont exprimé une immense joie  Dans une allocution  le wali a insisté à cette occasion sur la poursuite du rythme de réalisation de logements pour la réception des logements sociaux en construction  Il a annoncé également  à l occasion  le lancement dans les prochaines semaines de l octroi de 16  pré affectations de logements sociaux locatifs dont le taux d avancement des travaux de réalisation a dépassé 60  ","logement"
"LSP Ain Temouchent : les souscripteurs aux 70 logements LSP saisissent le wali",2013-05-31,"Lotfi Ramdani","Ça ne pouvait pas passer inaperçu et tous les usagers de la route  piétons et automobilistes seraient tentés de savoir ce qui se passe une fois l entrée principale du siège de la wilaya franchi  L attention est braquée sur ce que contenaient comme expressions les écriteaux braqués par des manifestants  On lisait  Où est la justice       Nous sommes des victimes     Où est le wali   Le cordon de sécurité  venu en renfort  était bien positionné et ne permettait pas aux souscripteurs des 70 logements LSP de franchir le pas de l édifice public  En aparté des contestataires affirmaient que ce pâté de maisons est en souffrance depuis 2008 alors qu il devait être livré en 18 mois  Ce qui les a poussés d agir de la sorte est non pas pour faire de l exposition et de la figuration  mais pour attirer l attention des responsables locaux d Aïn Temouchent et des autorités de wilaya sur ce qu ils endurent et ce qu ils éprouvent    Nous sommes dans l embarras et nous ne savons pas où est passé le promoteur   s interrogent les uns   Nous avons peur de ne pas pouvoir occuper nos logements   s insurgent d autres   Nous demandons des explications sur tout ce qui se passe maintenant    ils déplorent la situation qui y prévaut  Le groupe des contestataires devait désigner un comité pour qu il soit reçu par une autorité de la wilaya  S il y a bien dans les annales administratives  une affaire qui reste gravée comme un point noir  c est bien l histoire des logements sociaux participatifs  qui  selon toute vraisemblance  a rendu intempestive la vie des souscripteurs  tournant en rond et ne savant à quel saint se vouer ","logement"
"Ain Témouchent : Les constructions illicites menacent le littoral de Rachegoune",2013-05-31,"Lotfi Ramdani","Les constructions illicites constituent une menace sérieuse pour le littoral du site balnéaire de Rachegoune  a affirmé  mardi  à Ain Temouchent  la coordinatrice de l antenne locale du commissariat national du littoral  CNL    Ces habitations ne répondent pas aux normes réglementaires   soit à cause de leur proximité de la plage ou bien encore par leur nombre d étages  R 5 au lieu de R 1   a expliqué Melle  Zohra Benkhamallah  en marge de la célébration de la journée méditerranéenne de la côte  Dans ce sens  elle a rappelé les dispositions de la loi du littoral de février 2002 qui a pour objet  la protection et la préservation de la côte et prévoit des sanctions à l encontre des contrevenants  comme les constructeurs illicites   Les autres facteurs menaçant le littoral  comme les rejets de la cimenterie de Beni Saf ou la station de dessalement de l eau de mer de Sidi Djellloul  sont pris en charge  a assuré la même responsable  Opérationnelle depuis un peu plus d une année  l antenne du CNL de Ain Temouchent  suit de très près la situation du littoral local  long de 80 km   a précisé la coordinatrice de cet établissement ajoutant que   à ce jour  aucune affaire n a été actionnée dans le cadre de la loi au niveau de notre wilaya   Organisée conjointement par les directions de l environnement et de l éducation  la célébration de cette journée a donné lieu à la présentation de conférences et à la programmation d expositions et projections de documentaires sur la protection du littoral  Des excursions vers le littoral de la wilaya d Ain Temouchent et l école de pêche de Beni Saf au profit des élèves des établissements scolaires ont été organisées à cette occasion  source   journal l echo d oran","logement"
"LSP à oran : On peine à livrer les logements LSP",2013-05-27,"Lotfi Ramdani","C est un constat aujourd hui connu de tous  Si pour certains  le problème est lié à la disponibilité d assiettes foncières  pour d autres la faute incombe à certains promoteurs qui rusent à dessein réduisant à néant les engagements de l Etat à offrir un toit aux citoyens  Parmi les cas les plus édifiants de cette situation il faut citer le projet de réalisation de 290 logements LSP  en accession aidée à la propriété   qui devait voir le jour en 2005  au niveau de Fernand ville  notamment les souscripteurs de la tour   M    aujourd hui confrontés à un véritable problème qui dure  En effet  le projet lancé en 2002  n a pas encore été livré à ce jour  Les souscripteurs  conformément aux clauses du contrat les liant au promoteur ont payé la première tranche du prix de cession  Certains ont même réglé la totalité du montant  mais sans accéder à leurs appartements qui restent au stade de la carcasse  En 2005  lassés par trop d attente  des souscripteurs avaient sollicité le promoteur pour obtenir les contrats de vente sur plan  VSP  pour constituer le dossier d accès à l aide de l Etat  Grande fut leur surprise quand ils se virent refuser ce document  Leurs efforts pour obtenir ce document qui leur permettait de solliciter des aides de la CNL et du FNPOS sont restés vains  Pendant ce temps  le projet somnolait et les travaux de réalisation n y étaient menés qu à une allure poussive    Nous avons sollicité le promoteur pour la reprise des travaux  mais il ne s est pas conformé aux délais fixés par le cahier de charges et le contrat    affirment des souscripteurs  Cet arrêt des travaux durera de 2004 à 2009  au grand dam des futurs acquéreurs qui durent alors solliciter l arbitrage de la DLEP qui est le maître de l ouvrage  Cette dernière a enjoint le promoteur à reprendre les travaux et la livraison du projet à fin 2012  sous peine d une action en justice à son encontre avec constitution de partie civile  Curieusement et alors qu ils se battaient pour la reprise des travaux de réalisation de la tour   M    composée de 15 étages de 4 appartements chacun  les souscripteurs découvrent que leurs dossiers pour l accès à l aide CNL n ont pas été régularisés par le promoteur  Ils ont découvert que les fameux contrats de vente sur plan n ont pas été fournis à l administration de la Caisse nationale du logement  Et c est un véritable parcours du combattant qui s ouvre devant eux  Un calvaire qui dure Ils frapperont à toutes portes  solliciteront toutes les administrations et organiseront plusieurs actions de protestation pour faire valoir leurs droits  notamment en 2012  Des sit in sont organisés sur le site pour pousser le promoteur à reprendre les travaux et surtout à fournir aux contractants le fameux contrat de vente sur plan qui devait leur être fourni en principe  dès le versement de la première tranche du prix d achat    Certains ont même payé la totalité du prix mais n ont pas obtenu ce document qui leur permet de postuler à une aide de l Etat    affirment ils  Après l intervention de la DLEP  le promoteur règle la situation administrative d une partie des souscripteurs mais refuse de la faire pour d autres en arguant des blocages au niveau de la CNL pour une sombre histoire de désistement   Des souscripteurs qui ont payé en partie ou en intégralité le prix du logement se sont retrouvés avec le statut de suppléant  attendant un probable désistement d un acquéreur  ce qui n est pas normal  Ils n ont pas à attendre cette possibilité du moment qu ils sont souscripteurs à part entière et ont satisfait à toutes les conditions posées par le promoteur    affirment des souscripteurs  Ces derniers continuent de se battre dans l espoir de faire valoir leur droit au logement    Ce promoteur a pris notre argent  et même l aide de l Etat et il n a pas à ce jour livré les appartements qu il devait terminer depuis des années  Nous lançons un appel aux autorités du pays  nous sommes victimes d une arnaque  Faute de contrat de vente sur plan  nous ne pouvons solliciter l aide de la CNL ni celle du FNPOS  Nous avons  cultivé de grands espoirs mais aujourd hui on se retrouve au point de départ  Nous avons vendu tous nos biens  et aujourd hui  on se retrouve face à une situation qui nous dépasse par la faute d une administration qui ne veut pas bouger pour contraindre un promoteur à respecter ses engagements   notent ils  Nous avons tenté de connaître l avis de la direction de la CNL sur ce cas  et lors de notre passage  les responsables qui étaient en mesure de nous fournir des réponses  étaient absents  Les numéros de téléphone qu on nous avait remis pour prendre rendez vous ne répondaient pas malgré notre insistance  Concernant le promoteur  nos tentatives de le joindre ont été vouées à l échec  source   l echo d oran","logement"
"Bâtiment : les professionnels du bâtiment en conclave à Oran",2013-05-25,"Lotfi Ramdani","Une conférence débat sur  l outil national de réalisation du programme quinquennal  se tiendra le 26 mai  au centre des conventions d Oran  Organisée par la Confédération générale du patronat  CGP  du secteur du BTPH  la rencontre sera animée par M  Abdelmadjid Dennouni  Dans son intervention  celui ci compte appeler les entreprises algériennes à se mobiliser pour relever le défi et  gagner la bataille du développement    En sa qualité de Président de la CGP  section BTPH   le conférencier aura à insister sur  la nécessité de réaliser les projets dans les délais impartis et avec qualité  en concrétisation du programme quinquennal de logement du Président de la République   Le CGP du BTPH  agréé en décembre dernier  ouvre à régler les problèmes que rencontrent les entreprises sur le terrain  L on estime que la plupart des conflits relevés entre les entreprises et promoteurs sont justifiés par l incompréhension du code des marchés et contrats signés    La CGP  section BTPH  tient à l importance d organiser le marché des matériaux de construction  surtout le ciment qui fait l objet de pénuries  ce qui accuse un retard dans l avancement des projets et l augmentation de son prix à   cause de la spéculation  source   echo d oran","logement"
"Logement à Maghnia : Des logements socio-locatifs pris d'assaut",2013-05-25,"Lotfi Ramdani","Les logements socio locatifs situés dans le quartier Ouled Bendamou  dont la distribution a été annoncée voilà plus de 2 années  ont été pris d assaut par des citoyens  lesquels ont occupé ainsi illicitement les lieux  L intervention des policiers  si elle a permis la libération de certains logements  n a pas réussi à convaincre deux parmi les squatters  Ce sont deux familles qui ont menacé de s immoler par l essence  si les policiers viennent à  tenter une intervention musclée  Il a fallu l intervention du chef de sûreté de daïra  pour que cette intrusion connaisse son épilogue  Après un court entretien avec les squatters  les logements ont été libérés  Les chefs des 2 familles ainsi que les 2 gardiens des lieux ont été présentés à la justice  source   echo d oran","logement"
"Cession des logements OPGI : nouvelles mesures et prolongement des délais à décembre 2015.",2013-05-24,"Lotfi Ramdani","Le ministre de l Habitat et de l Urbanisme  Abdelmadjid Tebboune  a annoncé la cession prochaine des logements relevant des Offices de promotion et de gestion immobilière  OPGI  mis en exploitation avant 2004 au profit de leurs locataires qui bénéficieront d avantages au niveau des prix et des délais de paiement  Le nombre de logements entrant dans le cadre de cette nouvelle opération avoisine les 571 000 unités et seront cédés à leur locataire à des  prix très bas  Cette opération concerne les habitations en location avant le 31 décembre 2004  a ajouté le ministre qui n a pas exclu la reconduction de cette opération pour les logements en location après 2004  Le prix de référence du mètre carré a été fixé à 12 000 DA en prenant en compte le lieu d implantation des logements dans un souci d  équité   selon le ministre  Le prix du logement à Alger variera entre 750 000 DA et 1 28 million de dinars  tandis que les logements situés dans les wilayas du Sud  à l instar d Adrar et de Tindouf  ils seront cédés à près de 30 000 DA  a précisé le ministre  qui a affirmé que le montant des loyers versés par les locataires sera déduit de la valeur du logement  Les locataires désireux d acquérir leur logement dans le cadre de cette opération bénéficieront d une réduction de 10  dans le cas du paiement au comptant  de 7  dans le cas de l acquisition en trois ans et de 5  si la période de versement de la somme requise varie entre 3 et 7 ans  Pour ceux qui désirent échelonner les versements sur un délai n excédant pas 20 ans  ils devront verser 5  du prix exigé  Les moudjahidine et ayants droit bénéficieront d une réduction de 40  du prix du logement  Les personnes intéressées devront fournir un dossier à la commission présidée par le chef de daïra du lieu de résidence avant le 31 décembre 2015  Le dossier doit comporter les reçus de paiement des loyers  Le dossier sera étudié par la commission de daïra et envoyé après acceptation à l inspection des biens de l État territorialement compétente pour évaluation du foncier  La commission rendra sa décision dans un délai n excédant pas trois mois  à compter de la date de dépôt de la demande  Le demandeur pourra introduire un recours à la commission présidée par le wali dans un délai d un mois à compter de la date de la réception de la notification    Cette commission de wilaya se charge d étudier et de trancher ces recours dans un délai d un mois de la date de l introduction du recours  Pour le ministre  cette opération est une nouvelle opportunité pour les revenus moyens et bas d acquérir leur logement à des prix accessibles    voire aussi   cession logements OPGI","logement"
"Logement social à El-Bayadh : 840 unités en cours de réalisation à Bougtob",2013-05-24,"Lotfi Ramdani","Un programme de logements comprenant 840 unités de type social locatif est en cours de réalisation à travers la commune de Bougtob  selon les services de l office de promotion et de gestion immobilière  OPGI  de la wilaya d El Bayadh  Ces logements  dont les travaux de réalisation  ont atteint des taux d avancement différents  entrent dans le cadre du programme quinquennal 2010 2014  logements de même type sont programmées avant la fin de l année dans cette commune  Le nombre de dossiers relatifs aux demandes de logements sociaux locatifs a dépassé les 3  demandes dans cette commune de 26  habitants  ont signalé les responsables de l Assemblé populaire de cette commune  Les différents logements en cours de réalisation à travers cette commune sont de type F3 avec une conception respectant le cachet architectural de la région  source   echo d oran","logement"
"FNPOS : remise des clés de 120 logements à Sig -Mascara",2013-05-17,"Lotfi Ramdani","Les clés de 120 logements ont été remises à leurs bénéficiaires jeudi à Sig dans le cadre du fonds national de péréquation des ouvres sociales  FNPOS   La cérémonie  présidée par les autorités de wilaya et des représentants de l Union générale des travailleurs algériens  UGTA   s est déroulée dans de bonnes conditions et une ambiance de joie des bénéficiaires  La cité où sont situés les logements attribués a été baptisé du nom de l ex secrétaire général de l UGTA  le regretté Abdelhak Benhamouda  Selon la direction du logement et des équipements publics  DLEP   le FNPOS a achevé la réalisation et la livraison de 300 logements dont 80 participatifs dans les communes de Mohammadia et Ghriss et 220 logements sociaux à Mohammadia  Sig et Mascara  En outre  120 logements à hai Baba Ali  au chef lieu de wilaya  sont en cours de construction avec un taux d avancement des travaux de 20   source  echo d oran","logement"
"Des locaux commerciaux de l'OPGI et l'AADL attribués à leurs bénéficiaires",2013-04-12,"Lotfi Ramdani","Des jeunes oranais qui ont depuis longtemps attendu l attribution des locaux commerciaux ont enfin  pu y accéder à la faveur de la visite du Premier ministre effectuée dans la wilaya  Ces locaux relevant de l AADL et de l OPGI permettront aux bénéficiaires d assurer des activités commerciales et des services  L opération s inscrit dans le cadre de l attribution de 325 locaux  l écho d oran","logement"
"Logement social : Généralisation des pré-affectations à toutes les wilayas du pays",2013-04-12,"Lotfi Ramdani","Le ministre de l Habitat et l urbanisme  a annoncé en marge de la visite du Premier ministre à Oran  que l opération de remise des pré affectations de logements sociaux sera généralisée à toutes les wilayas du pays  Le ministre a indiqué que le système de pré affectation adopté à Oran comme wilaya pilote sera généralisé prochainement  Il a ajouté que des pré affectations de près de  60  de logements sociaux en cours de réalisation à des taux avancés peuvent être remises à leurs bénéficiaires  Tebboune a ajouté que toutes les wilayas ont été instruites pour procéder  dans les semaines prochaines  à l attribution des logements sociaux et des pré affectations à leur bénéficiaires  soulignant qu il est possible d attribuer 200  logements tous programmes confondus  D autre part  le ministre a signalé que ses services effectuent les dernières retouches du fichier national de l habitat  annonçant que les détails notamment ceux concernant les besoins nationaux en différentes formules de logement aidé par l État seront connus à la fin du mois en cours  Il a indiqué que cette opération a révélé des dédoublements de demandes de logement dans les différentes wilayas du pays citant que dans certains cas un même postulant formule trois demandes différentes   Nous avons découvert  pour la wilaya de Mostaganem 16  demandes de ce genre  qui sont des demandes de trop    l écho d oran","logement"
"Logements social: Abdelmalek Sellal remet les clés à 335 bénéficiaires à Gdyel",2013-04-12,"Lotfi Ramdani","Le Premier ministre a présidé  jeudi dans la commune de Gdyel  une cérémonie symbolique de remise de clés à 335 bénéficiaires de logements sociaux  réalisés au titre d un programme de 1  logements publics locatifs dans le cadre de la résorption de l habitat précaire  RHP   Lancé en 2007 par l Office de promotion et de gestion immobilière  OPGI  d Oran  ce projet est réparti sur trois sites  le premier composé de 500 logements achevés et les deux autres  500 logements chacun  seront achevés aux mois de septembre et décembre prochains  Inscrit pour répondre aux besoins en logements sociaux pour la commune d Oran  ce projet d un coût global de 3    DA comporte des logements du type F3 de 65 m2  Environ 500 emplois ont été créés à la faveur de la concrétisation de ce projet  La commune de Gdyel qui a connu un accroissement urbanistique notable ces dernières années a lancé plusieurs projets de logements  tous types et programmes confondus  mais à l image de l ensemble des communes de la wilaya d Oran  leur distribution est marquée par une lenteur qui est souvent dénoncée par les citoyens  l écho d oran","logement"
"LSP Ain Témouchent : des souscripteurs saisissent le ministre",2013-04-10,"Lotfi Ramdani","Dans une pétition adressée au ministre de l Habitat et de l Urbanisme avec copie adressée à la presse le mardi 9 avril  des souscripteurs des 18 logements sociaux participatifs d Oued Sebbah  dans la wilaya d Ain Témouchent  tirent la sonnette d alarme  Ils se disent décontenancés et fort désappointés de voir le projet connaître un retard dans sa livraison de plus de six ans  Présentement  expliquent ils  le taux de réalisation est de 70   alors que sous d autres cieux  c est des villes qui se construisent  Saisir le ministre veut dire explicitement que les issues sont arrivées à un point de verrouillage tel qu il ne leur restait que cette voie  Et pourtant ce programme devait être entériné par ceux qui l ont initié localement  Les deux parties sont tenues par des clauses contractuelles bien définies  En six ans  ceux qui sont nés avec le démarrage du projet passeront à la 2e année du primaire  Et les choses ne s arrêtent pas à ce stade  car un chantier abandonné est aussi cédé aux aléas climatiques et au risque de vols et de destruction  Plusieurs lots de travaux faute d entretien et de finition sont à revoir carrément  Cela va induire inévitablement des surcoûts des logements et pour lesquels les souscripteurs sont contre  car ces unités devaient être livrées dans un délai contractuel d une année au plus  Aujourd hui  selon la requête des souscripteurs  le promoteur est en train de jouer un jeu illégal  Que signifie donc cela    D après eux l entrepreneur aurait invité une trentaine de postulants lesquels auraient  selon toute vraisemblance  affiché leur intention d acheter des logements alors que le programme n en contient que 18 unités  Pourquoi donc a t il agi de la sorte si cela est vrai  Est ce qu il y a eu quelques désistements  une possibilité en sa faveur pour chercher des preneurs  Ces questions et autres restent posées avec insistance  On aurait aimé voir la pétition parler de ce détail  En tous les cas  la situation est confuse et elle mérite éclaircissement  l echo d oran","logement"
"Bâtisse menaçant ruine : Faut-il des morts pour voir les responsables réagir ?",2013-04-06,"Lotfi Ramdani","Une vielle bâtisse menaçant ruine au centre  ville d Oran  plus exactement au niveau de la rue Daho Kada à haï Ed  Derb  risque de s effondrer à tout moment et de causer de graves dégâts  En effet  au niveau de la rue Daho Kada et sous l imposante bâtisse de trois étages menaçant ruine des dizaines de commerçants exposent différents types de marchandises  allant des légumes secs  du pain  lait ainsi que des fruits et légumes  Des centaines de personnes affluent   chaque jour pour y effectuer leurs achats  sans se soucier du danger qui les guette  Des riverains  conscients du danger  se demandent comment  peut on tolérer une telle situation   En effet  l ossature de la bâtisse en question est complètement désarticulée  Les des murs ne tiennent que par miracle et peuvent s effondrer a n importe quel moment et faire de nombreuses victimes  a t on constaté  Face à ce danger imminent  d aucuns préconisent la destruction de cette épave dont la construction remonte à la période coloniale  A ce propos  un riverain déclare     Pourquoi ne pas démolir cet immeuble afin d éviter une catastrophe   C est très grave ce qui se passe en matière de préservation de la sécurité des personnes  D autres estiment par ailleurs  que les responsables concernés semblent ne pas s inquiéter du tout de la situation  sinon comment expliquer que cette rue est très fréquentée donc très connue    Faut  il qu il y ait des morts pour voir ces responsables agir   se demandent nos interlocuteurs  Il est vrai que les habitants de cette bâtisse ont été évacués depuis de longues années et qu ils sont en sécurité actuellement  mais le danger n est pas pour autant écarté pour les passants et pour les commerçants  Plusieurs habitants de cette rue  souhaitent voir le wali intervenir  afin d éviter le pire car  ont il expliqué  il y a eu déjà quelques murs qui sont déjà tombés dans la rue  et fort heureusement que cela s est passé pendant la nuit  Malheureusement la chance n est pas toujours au rendez vous  il viendra le jour où l effondrement peut se produire en passera en plein jour   a déclaré qui a prié Dieu pour qu un pareil sinistre ne survienne jamais  l écho d oran","logement"
